550.009, 4158803, 19.91
550.01, 4158753, 19.91
550.012, 4158753, 19.91
550.017, 4158826, 19.91
550.022, 4158719, 19.91
550.027, 4158683, 19.91
550.032, 4158803, 19.91
550.037, 4158815, 19.91
550.042, 4158763, 19.91
550.047, 4158841, 19.91
550.052, 4158793, 19.91
550.057, 4158787, 19.91
550.062, 4158950, 19.91
550.067, 4158840, 19.91
550.072, 4158813, 19.91
550.077, 4158724, 19.91
550.082, 4158876, 19.91
550.087, 4158864, 19.91
550.092, 4158820, 19.91
550.097, 4158851, 19.91
550.102, 4158848, 19.91
550.107, 4158790, 19.91
550.112, 4158831, 19.91
550.117, 4158735, 19.91
550.125, 4158736, 19.91
550.13, 4158791, 19.91
550.135, 4158746, 19.91
550.14, 4158772, 19.91
550.145, 4158810, 19.91
550.15, 4158843, 19.91
550.155, 4158757, 19.91
550.16, 4158920, 19.91
550.165, 4158880, 19.91
550.17, 4158688, 19.91
550.175, 4158838, 19.91
550.18, 4158756, 19.91
550.185, 4158836, 19.91
550.19, 4158767, 19.91
550.195, 4158842, 19.91
550.2, 4158704, 19.91
550.205, 4158821, 19.91
550.21, 4158839, 19.91
550.215, 4158764, 19.91
550.22, 4158894, 19.91
550.225, 4158894, 19.91
550.23, 4158683, 19.91
550.235, 4158774, 19.91
550.24, 4158801, 19.91
550.247, 4158861, 19.91
550.252, 4158814, 19.91
550.257, 4158768, 19.91
550.262, 4158891, 19.91
550.267, 4158872, 19.91
550.272, 4158796, 19.91
550.277, 4158822, 19.91
550.282, 4158725, 19.91
550.287, 4158835, 19.91
550.292, 4158781, 19.91
550.297, 4158851, 19.91
550.302, 4158731, 19.91
550.307, 4158831, 19.91
550.312, 4158831, 19.91
550.317, 4158898, 19.91
550.322, 4158759, 19.91
550.327, 4158883, 19.91
550.332, 4158721, 19.91
550.337, 4158859, 19.91
550.342, 4158898, 19.91
550.347, 4158829, 19.91
550.352, 4158822, 19.91
550.357, 4158801, 19.91
550.365, 4158916, 19.91
550.37, 4158829, 19.91
550.377, 4158857, 19.91
550.382, 4158776, 19.91
550.387, 4158809, 19.91
550.392, 4158883, 19.91
550.397, 4158706, 19.91
550.402, 4158720, 19.91
550.407, 4158829, 19.91
550.412, 4158808, 19.91
550.417, 4158793, 19.91
550.422, 4158840, 19.91
550.427, 4158773, 19.91
550.432, 4158760, 19.91
550.437, 4158742, 19.91
550.442, 4158784, 19.91
550.447, 4158809, 19.91
550.452, 4158770, 19.91
550.457, 4158919, 19.91
550.462, 4158821, 19.91
550.467, 4158712, 19.91
550.472, 4158881, 19.91
550.477, 4158766, 19.91
550.482, 4158755, 19.91
550.487, 4158826, 19.91
550.492, 4158826, 19.91
550.56, 4158789, 19.91
550.562, 4158789, 19.91
550.563, 4158789, 19.91
550.567, 4158849, 19.91
550.572, 4158706, 19.91
550.577, 4158727, 19.91
550.582, 4158875, 19.91
550.587, 4158785, 19.91
550.592, 4158804, 19.91
550.597, 4158879, 19.91
550.602, 4158842, 19.92
550.607, 4158634, 19.91
550.612, 4158729, 19.91
550.617, 4158714, 19.91
550.622, 4158789, 19.91
550.627, 4158734, 19.91
550.632, 4158854, 19.91
550.637, 4158803, 19.91
550.642, 4158727, 19.91
550.647, 4158844, 19.91
550.652, 4158807, 19.91
550.657, 4158798, 19.91
550.662, 4158835, 19.91
550.667, 4158809, 19.91
550.675, 4158809, 19.91
550.68, 4158750, 19.91
550.685, 4158874, 19.91
550.69, 4158815, 19.91
550.695, 4158766, 19.91
550.7, 4158830, 19.91
550.705, 4158739, 19.91
550.71, 4158801, 19.91
550.715, 4158819, 19.91
550.72, 4158724, 19.91
550.725, 4158767, 19.91
550.73, 4158794, 19.91
550.735, 4158708, 19.91
550.74, 4158900, 19.91
550.745, 4158598, 19.91
550.75, 4158719, 19.91
550.755, 4158755, 19.91
550.76, 4158760, 19.91
550.765, 4158760, 19.91
550.77, 4158642, 19.91
550.775, 4158814, 19.91
550.78, 4158803, 19.91
550.785, 4158811, 19.91
550.79, 4158749, 19.91
550.795, 4158796, 19.91
550.802, 4158819, 19.92
550.807, 4158749, 19.91
550.812, 4158745, 19.91
550.876, 4158789, 19.91
550.878, 4158789, 19.91
550.88, 4158810, 19.91
550.885, 4158922, 19.91
550.89, 4158795, 19.91
550.895, 4158818, 19.91
550.9, 4158792, 19.91
550.905, 4158885, 19.91
550.91, 4158791, 19.91
550.915, 4158668, 19.91
550.92, 4158818, 19.91
550.925, 4158817, 19.92
550.93, 4158803, 19.91
550.935, 4158856, 19.92
550.94, 4158781, 19.91
550.945, 4158781, 19.91
550.95, 4158785, 19.92
550.955, 4158692, 19.91
550.96, 4158751, 19.91
550.965, 4158716, 19.92
550.973, 4158711, 19.92
550.977, 4158826, 19.91
550.982, 4158728, 19.91
550.987, 4158796, 19.91
550.992, 4158867, 19.91
550.997, 4158922, 19.92
551.002, 4158886, 19.91
551.007, 4158830, 19.92
551.012, 4158780, 19.92
551.017, 4158795, 19.91
551.022, 4158824, 19.91
551.027, 4158717, 19.91
551.032, 4158717, 19.91
551.037, 4158808, 19.91
551.042, 4158795, 19.91
551.047, 4158751, 19.91
551.052, 4158793, 19.91
551.057, 4158777, 19.92
551.062, 4158808, 19.92
551.067, 4158855, 19.91
551.072, 4158780, 19.92
551.077, 4158775, 19.91
551.082, 4158822, 19.91
551.087, 4158771, 19.91
551.092, 4158792, 19.91
551.155, 4158792, 19.91
551.156, 4158883, 19.91
551.16, 4158883, 19.91
551.165, 4158719, 19.91
551.17, 4158795, 19.91
551.175, 4158687, 19.91
551.18, 4158739, 19.91
551.185, 4158780, 19.91
551.19, 4158654, 19.91
551.195, 4158816, 19.91
551.2, 4158734, 19.91
551.205, 4158804, 19.91
551.21, 4158884, 19.91
551.215, 4158799, 19.91
551.22, 4158796, 19.92
551.225, 4158789, 19.91
551.23, 4158734, 19.91
551.235, 4158837, 19.92
551.24, 4158750, 19.91
551.245, 4158710, 19.91
551.25, 4158719, 19.91
551.255, 4158797, 19.91
551.26, 4158776, 19.91
551.265, 4158713, 19.91
551.272, 4158752, 19.91
551.277, 4158754, 19.91
551.282, 4158764, 19.91
551.287, 4158809, 19.91
551.292, 4158696, 19.92
551.297, 4158879, 19.91
551.302, 4158898, 19.91
551.307, 4158850, 19.92
551.312, 4158730, 19.92
551.32, 4158836, 19.91
551.325, 4158868, 19.91
551.33, 4158791, 19.92
551.335, 4158900, 19.92
551.34, 4158773, 19.91
551.345, 4158781, 19.91
551.35, 4158879, 19.92
551.355, 4158800, 19.92
551.36, 4158759, 19.91
551.365, 4158797, 19.91
551.37, 4158821, 19.91
551.375, 4158812, 19.91
551.38, 4158858, 19.92
551.385, 4158743, 19.91
551.39, 4158804, 19.91
551.397, 4158831, 19.91
551.402, 4158831, 19.91
551.407, 4158822, 19.92
551.412, 4158793, 19.91
551.417, 4158823, 19.91
551.422, 4158863, 19.92
551.427, 4158756, 19.91
551.432, 4158833, 19.91
551.437, 4158778, 19.91
551.442, 4158822, 19.92
551.447, 4158861, 19.92
551.452, 4158882, 19.92
551.457, 4158763, 19.91
551.462, 4158766, 19.91
551.467, 4158782, 19.91
551.472, 4158807, 19.92
551.477, 4158782, 19.91
551.482, 4158822, 19.92
551.487, 4158730, 19.91
551.492, 4158782, 19.92
551.497, 4158714, 19.91
551.502, 4158877, 19.92
551.507, 4158780, 19.92
551.512, 4158737, 19.91
551.52, 4158780, 19.91
551.525, 4158848, 19.91
551.53, 4158800, 19.92
551.535, 4158638, 19.91
551.54, 4158838, 19.91
551.545, 4158808, 19.92
551.55, 4158774, 19.91
551.555, 4158852, 19.92
551.56, 4158894, 19.92
551.565, 4158757, 19.91
551.57, 4158781, 19.91
551.575, 4158663, 19.91
551.58, 4158810, 19.91
551.585, 4158833, 19.91
551.59, 4158895, 19.91
551.595, 4158781, 19.91
551.6, 4158780, 19.91
551.605, 4158674, 19.91
